timestamp,open,high,low,close,volume
3/8/18 16:00,176.61,176.98,176.6,176.94,1883335
3/8/18 15:55,176.59,176.89,176.52,176.62,479715
3/8/18 15:50,176.59,176.75,176.28,176.6,416261
3/8/18 15:45,176.67,176.78,176.52,176.59,302356
3/8/18 15:40,176.8,176.8689,176.67,176.68,233491
3/8/18 15:35,176.88,176.93,176.51,176.82,314749
3/8/18 15:30,176.85,176.91,176.74,176.885,197392
3/8/18 15:25,176.97,177.05,176.85,176.85,186284
3/8/18 15:20,176.9,177.04,176.9,176.97,199527
3/8/18 15:15,176.94,177.04,176.82,176.895,233281
3/8/18 15:10,177.07,177.12,176.94,176.94,172010
3/8/18 15:05,176.97,177.11,176.95,177.0744,241137
3/8/18 15:00,176.935,176.98,176.85,176.97,161682
3/8/18 14:55,177.01,177.1,176.93,176.93,157145
3/8/18 14:50,176.74,177.0618,176.73,177.01,361432
3/8/18 14:45,176.72,176.79,176.62,176.75,221263
3/8/18 14:40,176.66,176.74,176.65,176.73,137228
3/8/18 14:35,176.58,176.67,176.29,176.6556,163418
3/8/18 14:30,176.43,176.615,176.4,176.59,113927
3/8/18 14:25,176.53,176.59,176.36,176.435,100468
3/8/18 14:20,176.4,176.52,176.386,176.515,141445
3/8/18 14:15,176.27,176.43,176.25,176.4045,118756
3/8/18 14:10,176.66,176.7,176.26,176.28,179599
3/8/18 14:05,176.64,176.74,176.57,176.66,230131
3/8/18 14:00,176.5541,176.6777,176.4483,176.64,160421
3/8/18 13:55,176.42,176.58,176.378,176.55,223149
3/8/18 13:50,176.13,176.44,176.1,176.44,121101
3/8/18 13:45,176.24,176.36,176.1,176.12,134653
3/8/18 13:40,176.3351,176.43,176.21,176.2411,130904
3/8/18 13:35,176.28,176.34,176.11,176.33,121011
3/8/18 13:30,176.48,176.52,176.06,176.27,304760
3/8/18 13:25,176.72,176.78,176.4,176.46,189242
3/8/18 13:20,176.821,176.87,176.67,176.73,157086
3/8/18 13:15,176.9067,176.96,176.78,176.82,181560
3/8/18 13:10,176.702,176.92,176.64,176.9,295801
3/8/18 13:05,176.65,176.72,176.509,176.7101,142938
3/8/18 13:00,176.49,176.64,176.41,176.64,109076
3/8/18 12:55,176.62,176.68,176.39,176.47,177186
3/8/18 12:50,176.5195,176.66,176.47,176.62,127588
3/8/18 12:45,176.45,176.55,176.35,176.501,107160
3/8/18 12:40,176.19,176.52,176.19,176.45,133766
3/8/18 12:35,176.51,176.54,176.19,176.19,125028
3/8/18 12:30,176.15,176.59,176.13,176.52,191554
3/8/18 12:25,176.18,176.33,176.12,176.13,155803
3/8/18 12:20,176.2,176.27,176.06,176.17,228982
3/8/18 12:15,176.62,176.63,176.11,176.19,365957
3/8/18 12:10,176.6,176.71,176.52,176.6,208867
3/8/18 12:05,176.43,176.63,176.41,176.605,214485
3/8/18 12:00,176.22,176.49,176.18,176.43,266312
3/8/18 11:55,176.17,176.22,176.01,176.22,152426
3/8/18 11:50,176.05,176.21,176,176.17,127266
3/8/18 11:45,176.1,176.21,175.98,176.0388,192508
3/8/18 11:40,176.16,176.21,175.96,176.0987,203021
3/8/18 11:35,176.22,176.225,176.07,176.18,205934
3/8/18 11:30,176.1893,176.29,176.16,176.2293,269727
3/8/18 11:25,176.0382,176.219,176.02,176.19,254065
3/8/18 11:20,176.04,176.22,175.96,176.04,315201
3/8/18 11:15,175.85,176.07,175.8,176.03,323995
3/8/18 11:10,175.62,175.84,175.55,175.84,280983
3/8/18 11:05,175.49,175.68,175.4394,175.6362,207178
3/8/18 11:00,175.5,175.55,175.42,175.49,138600
3/8/18 10:55,175.49,175.54,175.39,175.51,188044
3/8/18 10:50,175.441,175.6,175.35,175.5101,238101
3/8/18 10:45,175.32,175.47,175.31,175.44,233093
3/8/18 10:40,175.56,175.58,175.25,175.33,315282
3/8/18 10:35,175.6,175.67,175.4933,175.56,322069
3/8/18 10:30,175.5616,175.685,175.5616,175.61,317624
3/8/18 10:25,175.47,175.69,175.4099,175.56,383404
3/8/18 10:20,175.495,175.505,175.34,175.47,223811
3/8/18 10:15,175.24,175.55,175.22,175.5,322014
3/8/18 10:10,175.15,175.29,175.07,175.255,284720
3/8/18 10:05,175.3404,175.405,175.1,175.17,265589
3/8/18 10:00,175.38,175.57,175.28,175.345,316804
3/8/18 9:55,175.45,175.5,175.37,175.37,309860
3/8/18 9:50,175.62,175.71,175.3,175.46,451178
3/8/18 9:45,175.34,175.64,175.24,175.62,640475
3/8/18 9:40,175.77,175.92,175.33,175.34,615391
3/8/18 9:35,175.44,176.0895,175.39,175.79,696862
3/8/18 9:30,175.48,175.58,175.39,175.49,243090
3/7/18 16:00,174.94,175.06,174.73,175.03,2795858
3/7/18 15:55,175.23,175.31,174.86,174.935,747496
3/7/18 15:50,175.21,175.43,175,175.24,560454
3/7/18 15:45,175.13,175.28,175.07,175.2,475190
3/7/18 15:40,174.96,175.15,174.95,175.12,363276
3/7/18 15:35,175.085,175.1,174.92,174.96,524295
3/7/18 15:30,175.14,175.17,174.99,175.09,333678
3/7/18 15:25,175.18,175.22,174.9,175.13,381678
3/7/18 15:20,175.21,175.27,175.08,175.17,298570
3/7/18 15:15,175.49,175.54,175.19,175.22,478860
3/7/18 15:10,175.1153,175.6,175.1153,175.495,496099
3/7/18 15:05,175.04,175.1899,174.88,175.13,297365
3/7/18 15:00,175.09,175.19,174.92,175.05,262789
3/7/18 14:55,175.34,175.47,174.9576,175.09,369143
3/7/18 14:50,175.4,175.435,175.28,175.33,161348
3/7/18 14:45,175.36,175.4954,175.3548,175.4,145820
3/7/18 14:40,175.36,175.41,175.32,175.36,131909
3/7/18 14:35,175.26,175.4199,175.2,175.369,195371
3/7/18 14:30,175.45,175.52,175.22,175.25,162842
3/7/18 14:25,175.41,175.5,175.34,175.46,170586
3/7/18 14:20,175.44,175.51,175.41,175.43,148885
